CustomerID,Age,Gender,Occupation,AnnualIncome,MaritalStatus,EducationLevel,City,CityTier,AccountType,AccountAgeMonths,AvgMonthlyBalance,CreditScore,LoanType,LoanStatus,EMI,HasCreditCard,CardUtilizationPct,PriorCampaignContacts,DaysSinceLastCampaignContact,PriorCampaignOutcome,_persona_archetype
CUST00082,34,Female,Salaried,469250.99,Single,Tertiary,Indore,Tier2,Salary,67,50252.83,688,Home Loan,Active,9910.02,1,33.3,0,,Never Contacted,Mass Salaried Regular
CUST00083,58,Male,Retired,226176.27,Married,Primary,Bengaluru,Tier1,Savings,96,124490.09,786,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00084,37,Female,Salaried,547308.7,Married,Secondary,Patna,Tier3,Current,148,183082.63,739,Education Loan,Defaulted,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00085,32,Male,Business Owner,3209357.87,Married,Tertiary,Hyderabad,Tier1,Savings,122,640268.36,824,Home Loan,Defaulted,0.0,1,11.9,0,,Never Contacted,Priority Affluent
CUST00086,28,Male,Professional,2451010.92,Single,Tertiary,Ranchi,Tier3,Savings,7,861878.16,843,None,None,0.0,1,14.9,3,91.0,Failure,Priority Affluent
CUST00087,86,Female,Homemaker,309684.4,Divorced,Unknown,Delhi,Tier1,Senior Citizen,159,171848.36,765,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00088,53,Female,Salaried,368575.35,Married,Secondary,Indore,Tier2,Savings,69,43286.86,716,None,None,0.0,1,26.5,0,,Never Contacted,Young Digital
CUST00089,31,Female,Salaried,779161.83,Single,Secondary,Nagpur,Tier2,Salary,120,44897.25,734,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00090,30,Male,Student,244056.39,Single,Tertiary,Indore,Tier2,Student,25,67012.06,720,None,None,0.0,0,0.0,1,183.0,Success,Young Digital
CUST00091,40,Female,Salaried,619187.34,Married,Secondary,Bhopal,Tier3,Savings,33,102943.66,742,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00092,48,Female,Salaried,350383.78,Married,Primary,Bhopal,Tier3,Current,36,5288.61,671,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00093,58,Female,Self-Employed,287999.11,Married,Secondary,Delhi,Tier1,Savings,45,51371.22,631,None,None,0.0,0,0.0,1,363.0,Failure,Young Digital
CUST00094,27,Female,Salaried,634807.15,Single,Tertiary,Indore,Tier2,Savings,199,96597.8,760,Home Loan,Closed,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00095,59,Male,Salaried,307778.29,Married,Secondary,Ranchi,Tier3,Savings,219,115306.44,724,Personal Loan,Active,2785.51,1,35.8,0,,Never Contacted,Mass Salaried Regular
CUST00096,45,Female,Salaried,120000.0,Married,Primary,Kochi,Tier2,Savings,73,4091.36,619,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00097,47,Male,Salaried,965191.34,Married,Secondary,Lucknow,Tier2,Savings,158,73661.92,764,Home Loan,Active,19088.61,1,39.9,0,,Never Contacted,Mass Salaried Regular
CUST00098,54,Male,Professional,3660441.28,Divorced,Tertiary,Ranchi,Tier3,Salary,43,1182763.23,870,Auto Loan,Active,96116.48,1,16.8,0,,Never Contacted,Priority Affluent
CUST00099,45,Male,Salaried,6431411.08,Married,Primary,Coimbatore,Tier2,Savings,155,420361.21,753,Home Loan,Closed,0.0,1,10.9,3,371.0,Failure,Priority Affluent
CUST00100,56,Male,Business Owner,510277.89,Married,Primary,Ahmedabad,Tier2,Salary,41,148069.39,743,Home Loan,Active,13653.52,1,34.0,0,,Never Contacted,Business Growth
CUST00101,48,Female,Self-Employed,196936.02,Single,Tertiary,Delhi,Tier1,Salary,139,22142.97,558,None,None,0.0,1,70.5,0,,Never Contacted,Credit Stressed
CUST00102,24,Female,Retired,192594.09,Single,Primary,Delhi,Tier1,Salary,20,3587.38,719,Personal Loan,Active,3559.38,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00103,42,Male,Salaried,818435.5,Married,Unknown,Delhi,Tier1,Savings,22,13204.35,728,Personal Loan,Defaulted,0.0,1,26.8,0,,Never Contacted,Mass Salaried Regular
CUST00104,36,Female,Business Owner,1325302.93,Single,Unknown,Chandigarh,Tier2,Savings,189,303653.91,745,None,None,0.0,1,43.1,0,,Never Contacted,Business Growth
CUST00105,58,Female,Retired,188023.63,Married,Secondary,Jaipur,Tier2,Salary,178,299451.67,749,Home Loan,Active,2748.09,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00106,40,Female,Salaried,131168.58,Married,Tertiary,Jaipur,Tier2,Savings,144,1886.91,700,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00107,28,Female,Student,253354.51,Single,Tertiary,Ahmedabad,Tier2,Student,10,22440.53,611,Home Loan,Active,5090.65,0,0.0,0,,Never Contacted,Young Digital
CUST00108,37,Female,Salaried,306834.63,Married,Secondary,Bhopal,Tier3,Salary,230,49812.46,743,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00109,54,Male,Business Owner,2840579.85,Married,Tertiary,Chennai,Tier1,Current,199,298971.92,818,Home Loan,Active,42694.4,1,12.2,0,,Never Contacted,Priority Affluent
CUST00110,44,Male,Salaried,402045.62,Married,Primary,Delhi,Tier1,Savings,185,15521.98,413,Home Loan,Closed,0.0,1,75.4,5,184.0,Failure,Credit Stressed
CUST00111,25,Male,Salaried,229251.64,Single,Secondary,Chennai,Tier1,Savings,77,113694.53,689,Home Loan,Active,4401.1,0,0.0,0,,Never Contacted,Young Digital
CUST00112,46,Male,Salaried,442669.32,Married,Primary,Ahmedabad,Tier2,Savings,60,209259.13,703,Home Loan,Active,8220.39,1,24.9,0,,Never Contacted,Mass Salaried Regular
CUST00113,39,Male,Professional,542102.64,Single,Tertiary,Ahmedabad,Tier2,Savings,26,83324.16,774,None,None,0.0,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00114,55,Female,Salaried,254392.57,Married,Tertiary,Bhopal,Tier3,Savings,150,1609.82,677,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00115,31,Female,Salaried,428220.99,Single,Secondary,Ahmedabad,Tier2,Salary,222,27720.33,696,Personal Loan,Active,9344.09,1,25.3,0,,Never Contacted,Mass Salaried Regular
CUST00116,41,Male,Salaried,280431.25,Single,Tertiary,Bengaluru,Tier1,Current,162,4265.31,510,None,None,0.0,1,68.4,2,390.0,Success,Credit Stressed
CUST00117,63,Male,Retired,203665.56,Divorced,Secondary,Indore,Tier2,Senior Citizen,220,294109.26,768,None,None,0.0,0,0.0,0,,Never Contacted,Retiree Conservative
CUST00118,29,Male,Homemaker,310798.28,Single,Secondary,Chennai,Tier1,Salary,6,5986.1,649,Home Loan,Active,7503.34,1,11.2,0,,Never Contacted,Dormant Inactive
CUST00119,50,Female,Student,227544.72,Divorced,Secondary,Kolkata,Tier1,Student,219,3766.71,689,Home Loan,Active,4296.69,1,20.7,0,,Never Contacted,Young Digital
CUST00120,46,Female,Homemaker,260912.01,Married,Primary,Ahmedabad,Tier2,Salary,197,3318.31,744,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00121,51,Female,Salaried,313663.55,Divorced,Unknown,Nagpur,Tier2,Savings,58,8094.07,661,None,None,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00122,32,Female,Homemaker,170106.55,Married,Tertiary,Mumbai,Tier1,Savings,114,2479.37,693,Home Loan,Active,4307.8,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00123,32,Male,Professional,4589112.15,Single,Tertiary,Chandigarh,Tier2,Savings,142,895801.26,825,None,None,0.0,1,11.5,0,,Never Contacted,Priority Affluent
CUST00124,26,Male,Salaried,223992.24,Single,Secondary,Ahmedabad,Tier2,Savings,95,27024.33,681,Home Loan,Active,2205.35,1,39.3,0,,Never Contacted,Mass Salaried Regular
CUST00125,44,Male,Professional,5466395.91,Married,Secondary,Bengaluru,Tier1,Savings,170,703077.19,863,None,None,0.0,1,9.0,0,,Never Contacted,Priority Affluent
CUST00126,24,Female,Self-Employed,286103.15,Single,Secondary,Kochi,Tier2,Savings,60,17966.4,654,Home Loan,Closed,0.0,0,0.0,1,358.0,Other,Young Digital
CUST00127,51,Male,Salaried,877034.95,Divorced,Secondary,Lucknow,Tier2,Savings,65,201720.04,767,Home Loan,Closed,0.0,1,30.8,0,,Never Contacted,Mass Salaried Regular
CUST00128,42,Female,Salaried,314348.81,Single,Secondary,Lucknow,Tier2,Salary,174,36818.5,699,Home Loan,Active,6401.66,1,34.6,0,,Never Contacted,Mass Salaried Regular
CUST00129,42,Male,Business Owner,2598351.32,Married,Tertiary,Nagpur,Tier2,Salary,132,319830.62,805,None,None,0.0,0,0.0,0,,Never Contacted,Priority Affluent
CUST00130,55,Male,Salaried,151395.58,Married,Primary,Chandigarh,Tier2,Salary,62,5089.42,582,Home Loan,Defaulted,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00131,34,Male,Salaried,640744.78,Single,Secondary,Ahmedabad,Tier2,Savings,45,83320.34,711,Home Loan,Active,13735.49,1,30.2,1,324.0,Failure,Mass Salaried Regular
CUST00132,36,Male,Business Owner,2185849.8,Married,Tertiary,Kochi,Tier2,Savings,110,1917697.54,712,Home Loan,Active,48453.4,0,0.0,0,,Never Contacted,Business Growth
CUST00133,36,Male,Salaried,219612.3,Married,Tertiary,Kolkata,Tier1,Salary,174,20389.55,658,Home Loan,Closed,0.0,0,0.0,1,154.0,Failure,Dormant Inactive
CUST00134,52,Other,Salaried,581120.09,Married,Primary,Kolkata,Tier1,Salary,199,19634.1,740,Home Loan,Active,3884.92,0,0.0,0,,Never Contacted,Mass Salaried Regular
CUST00135,36,Male,Salaried,222956.1,Married,Secondary,Bengaluru,Tier1,Savings,188,7577.77,686,Home Loan,Defaulted,0.0,0,0.0,0,,Never Contacted,Dormant Inactive
CUST00136,45,Female,Professional,3341130.01,Married,Unknown,Indore,Tier2,Savings,130,202025.23,782,None,None,0.0,1,7.3,0,,Never Contacted,Priority Affluent
CUST00137,34,Female,Business Owner,553433.61,Divorced,Tertiary,Lucknow,Tier2,Savings,7,288276.22,776,Home Loan,Active,14449.23,1,45.8,0,,Never Contacted,Business Growth
CUST00138,27,Male,Student,368960.45,Single,Secondary,Chandigarh,Tier2,Student,136,28814.27,676,None,None,0.0,0,0.0,0,,Never Contacted,Young Digital
CUST00139,60,Female,Homemaker,301987.6,Single,Primary,Bhopal,Tier3,Senior Citizen,101,212253.48,744,None,None,0.0,1,7.9,0,,Never Contacted,Retiree Conservative
CUST00140,58,Male,Salaried,1832148.61,Married,Tertiary,Kochi,Tier2,Savings,68,872841.45,856,None,None,0.0,1,15.1,0,,Never Contacted,Priority Affluent
CUST00141,36,Male,Salaried,165579.35,Married,Secondary,Bengaluru,Tier1,Savings,125,46190.28,658,Home Loan,Defaulted,0.0,1,29.9,0,,Never Contacted,Young Digital
CUST00142,29,Male,Student,438303.18,Single,Tertiary,Hyderabad,Tier1,Student,83,5664.56,661,Home Loan,Active,12501.39,0,0.0,0,,Never Contacted,Young Digital
CUST00143,31,Male,Self-Employed,784473.05,Single,Tertiary,Delhi,Tier1,Current,25,108402.58,760,Auto Loan,Active,13650.64,1,33.2,0,,Never Contacted,Business Growth
CUST00144,63,Female,Homemaker,331830.1,Married,Secondary,Ranchi,Tier3,Senior Citizen,137,4318.23,621,None,None,0.0,0,0.0,6,178.0,Failure,Dormant Inactive
CUST00145,29,Female,Salaried,337115.14,Married,Secondary,Delhi,Tier1,Savings,39,31184.33,661,Home Loan,Active,5441.17,1,41.4,3,96.0,Failure,Young Digital
CUST00146,40,Female,Salaried,302087.89,Divorced,Secondary,Jaipur,Tier2,Savings,32,42815.72,695,None,None,0.0,1,34.3,0,,Never Contacted,Mass Salaried Regular
CUST00147,36,Female,Salaried,793385.59,Single,Secondary,Patna,Tier3,Savings,117,52066.88,677,Home Loan,Active,6816.54,1,29.5,0,,Never Contacted,Mass Salaried Regular
CUST00148,35,Male,Student,291299.38,Single,Unknown,Bhopal,Tier3,Student,139,5201.13,688,None,None,0.0,1,25.9,0,,Never Contacted,Young Digital
CUST00149,27,Female,Salaried,243729.71,Single,Tertiary,Hyderabad,Tier1,Savings,47,14649.38,658,None,None,0.0,0,0.0,1,322.0,Other,Young Digital
CUST00150,55,Male,Salaried,924892.56,Divorced,Tertiary,Nagpur,Tier2,Savings,6,942410.3,745,None,None,0.0,1,19.7,2,63.0,Success,Priority Affluent
CUST00151,36,Female,Salaried,340287.64,Married,Secondary,Coimbatore,Tier2,Current,80,8509.48,482,Home Loan,Active,9103.56,1,77.8,0,,Never Contacted,Credit Stressed
CUST00152,37,Male,Self-Employed,591487.59,Single,Secondary,Patna,Tier3,Salary,116,18076.42,498,Education Loan,Active,11249.31,0,0.0,0,,Never Contacted,Credit Stressed
