CustomerID,SavingsAccount,CreditCard,FixedDeposit,Insurance,Investment,Loan,NumProductsOwned
CUST00113,1,0,1,0,1,0,3
CUST00114,1,0,0,1,1,0,3
CUST00115,1,1,0,0,0,1,3
CUST00116,1,1,0,0,0,0,2
CUST00117,1,0,1,1,0,0,3
CUST00118,1,1,0,0,0,1,3
CUST00119,1,1,0,1,0,1,4
CUST00120,1,0,0,0,0,0,1
CUST00121,1,0,0,0,0,0,1
CUST00122,1,0,0,0,0,1,2
CUST00123,1,1,1,1,1,0,5
CUST00124,1,1,0,0,0,1,3
CUST00125,1,1,1,1,0,0,4
CUST00126,1,0,0,0,1,1,3
CUST00127,1,1,0,0,0,1,3
CUST00128,1,1,0,0,1,1,4
CUST00129,1,0,0,1,1,0,3
CUST00130,1,0,0,0,0,1,2
CUST00131,1,1,0,0,0,1,3
CUST00132,1,0,0,1,1,1,4
CUST00133,1,0,0,0,0,1,2
CUST00134,0,0,0,1,0,1,2
CUST00135,1,0,1,0,1,1,4
CUST00136,1,1,1,0,1,0,4
CUST00137,1,1,1,0,0,1,4
CUST00138,1,0,0,1,1,0,3
CUST00139,1,1,1,1,0,0,4
CUST00140,1,1,1,1,0,0,4
CUST00141,1,1,0,0,0,1,3
CUST00142,1,0,0,0,0,1,2
CUST00143,1,1,0,0,0,1,3
CUST00144,1,0,1,0,0,0,2
CUST00145,1,1,0,0,0,1,3
CUST00146,1,1,1,1,0,0,4
CUST00147,0,1,1,1,0,1,4
CUST00148,1,1,1,0,0,0,3
CUST00149,1,0,0,0,0,0,1
CUST00150,1,1,1,0,1,0,4
CUST00151,1,1,0,0,0,1,3
CUST00152,1,0,0,0,0,1,2
CUST00153,1,1,1,1,0,1,5
CUST00154,1,1,0,0,0,1,3
CUST00155,1,1,0,1,1,0,4
CUST00156,1,0,0,0,0,1,2
CUST00157,1,0,1,1,0,1,4
CUST00158,1,0,0,0,0,0,1
CUST00159,1,0,1,1,0,1,4
CUST00160,1,0,1,0,0,0,2
CUST00161,1,1,0,1,1,1,5
CUST00162,1,0,0,0,0,0,1
CUST00163,0,1,0,0,0,1,2
CUST00164,1,1,1,0,1,0,4
CUST00165,1,1,0,0,0,1,3
CUST00166,1,1,0,0,1,1,4
CUST00167,1,1,0,1,0,0,3
CUST00168,1,0,1,1,0,1,4
CUST00169,1,1,0,1,1,0,4
CUST00170,1,0,0,1,1,1,4
CUST00171,1,0,0,0,0,1,2
CUST00172,1,0,0,0,1,1,3
CUST00173,1,1,0,0,1,1,4
CUST00174,1,0,0,1,0,1,3
CUST00175,1,0,1,1,0,0,3
CUST00176,1,1,1,1,1,1,6
CUST00177,1,1,0,0,1,0,3
CUST00178,1,0,0,1,0,1,3
CUST00179,1,1,0,1,0,0,3
CUST00180,1,0,0,0,0,0,1
CUST00181,1,1,0,1,0,0,3
CUST00182,1,0,1,0,0,1,3
CUST00183,1,0,0,1,1,0,3
CUST00184,1,0,1,1,0,1,4
CUST00185,1,0,1,1,1,0,4
CUST00186,1,0,0,0,0,1,2
CUST00187,1,0,1,0,0,1,3
CUST00188,1,1,1,1,1,1,6
CUST00189,1,0,1,1,0,0,3
CUST00190,1,0,1,1,0,1,4
CUST00191,1,1,0,1,0,0,3
CUST00192,1,0,1,0,0,1,3
CUST00193,1,1,0,1,1,1,5
CUST00194,1,1,0,0,0,1,3
CUST00195,1,1,0,0,0,1,3
CUST00196,1,1,0,0,1,0,3
CUST00197,1,0,0,0,1,0,2
CUST00198,1,1,0,0,0,1,3
CUST00199,1,1,0,0,1,1,4
CUST00200,1,1,0,0,0,1,3
CUST00201,1,0,1,1,0,0,3
CUST00202,1,1,1,0,0,1,4
CUST00203,1,1,0,0,0,1,3
CUST00204,1,1,0,1,1,1,5
CUST00205,0,1,0,0,1,1,3
CUST00206,1,1,0,1,0,0,3
CUST00207,1,1,0,0,1,0,3
CUST00208,1,0,1,0,0,0,2
CUST00209,1,1,0,1,1,1,5
CUST00210,1,0,0,0,0,0,1
CUST00211,1,0,0,1,0,1,3
CUST00212,1,0,0,0,0,0,1
CUST00213,1,0,0,1,0,1,3
CUST00214,1,0,1,1,1,0,4
CUST00215,1,1,0,0,0,0,2
CUST00216,1,0,1,0,0,0,2
CUST00217,1,1,1,1,0,0,4
CUST00218,1,1,0,0,1,1,4
CUST00219,1,1,0,0,0,1,3
CUST00220,1,0,0,0,1,1,3
CUST00221,1,1,1,1,0,0,4
CUST00222,1,0,0,0,0,0,1
CUST00223,1,0,0,0,0,1,2
CUST00224,1,0,0,0,0,1,2
CUST00225,1,1,0,1,0,1,4
CUST00226,1,0,1,0,0,0,2
CUST00227,1,1,1,1,1,0,5
CUST00228,1,0,0,0,0,1,2
CUST00229,1,0,0,0,0,1,2
CUST00230,1,1,1,0,1,1,5
CUST00231,1,0,0,0,1,1,3
CUST00232,1,0,1,0,0,0,2
CUST00233,1,0,0,1,0,1,3
CUST00234,1,0,0,0,0,0,1
CUST00235,1,0,1,0,0,1,3
CUST00236,1,0,1,1,1,0,4
CUST00237,1,1,0,0,0,0,2
CUST00238,1,1,0,0,0,1,3
CUST00239,1,1,1,0,1,0,4
CUST00240,1,0,0,1,1,0,3
CUST00241,1,0,1,0,0,1,3
CUST00242,1,0,1,1,0,0,3
CUST00243,1,0,1,0,1,1,4
CUST00244,1,1,0,0,1,1,4
CUST00245,1,0,0,0,0,0,1
CUST00246,1,1,0,0,0,1,3
CUST00247,1,1,0,1,0,1,4
CUST00248,1,1,0,0,0,0,2
CUST00249,1,0,0,1,1,1,4
CUST00250,1,1,0,0,0,1,3
CUST00251,1,0,0,0,0,1,2
CUST00252,1,1,0,0,0,1,3
CUST00253,1,0,0,0,1,1,3
CUST00254,1,1,0,0,1,0,3
CUST00255,1,0,0,0,1,1,3
CUST00256,1,0,1,1,0,0,3
CUST00257,0,0,1,1,0,0,2
CUST00258,1,1,1,1,1,1,6
CUST00259,1,1,0,1,1,0,4
CUST00260,1,0,0,0,0,1,2
CUST00261,1,1,0,1,0,1,4
CUST00262,1,1,0,0,1,0,3
CUST00263,1,0,1,0,0,0,2
CUST00264,1,1,0,0,0,1,3
CUST00265,0,0,0,1,1,0,2
CUST00266,1,1,0,1,0,1,4
CUST00267,1,0,0,1,1,1,4
CUST00268,1,0,0,0,0,1,2
CUST00269,1,1,1,1,1,0,5
CUST00270,1,1,1,1,1,1,6
CUST00271,1,1,1,1,1,1,6
CUST00272,1,0,0,1,1,1,4
CUST00273,1,1,0,0,1,0,3
CUST00274,1,0,0,1,0,0,2
CUST00275,1,0,0,0,0,0,1
CUST00276,1,1,0,1,0,1,4
CUST00277,1,1,0,1,0,1,4
CUST00278,1,1,0,0,0,0,2
CUST00279,1,1,0,0,0,1,3
CUST00280,1,0,0,0,0,1,2
CUST00281,1,1,1,1,0,1,5
CUST00282,1,0,1,0,0,1,3
CUST00283,1,1,1,0,0,1,4
CUST00284,1,0,1,0,1,1,4
CUST00285,1,0,0,0,0,1,2
CUST00286,1,1,0,1,1,1,5
CUST00287,1,1,0,1,1,1,5
CUST00288,1,1,1,0,1,1,5
CUST00289,1,0,0,0,0,0,1
CUST00290,1,1,1,1,1,0,5
CUST00291,1,1,0,0,0,1,3
CUST00292,1,1,1,1,1,0,5
CUST00293,1,1,0,0,1,1,4
CUST00294,1,1,1,0,1,1,5
CUST00295,1,0,0,0,1,1,3
CUST00296,1,0,0,0,0,0,1
CUST00297,1,1,0,0,1,1,4
CUST00298,1,1,1,1,0,0,4
CUST00299,1,0,1,1,0,1,4
CUST00300,1,0,1,0,0,0,2
CUST00301,1,0,0,1,0,1,3
CUST00302,1,1,1,0,1,1,5
CUST00303,1,1,0,0,0,1,3
CUST00304,1,0,0,0,1,0,2
CUST00305,1,0,0,0,0,1,2
CUST00306,1,0,1,0,0,1,3
CUST00307,1,1,1,1,0,1,5
CUST00308,1,0,0,0,0,0,1
CUST00309,1,0,1,1,0,1,4
CUST00310,1,1,0,0,1,0,3
CUST00311,1,1,0,0,1,1,4
CUST00312,1,1,0,0,0,0,2
CUST00313,1,1,1,1,1,1,6
CUST00314,1,1,0,0,1,1,4
CUST00315,1,0,0,1,1,1,4
CUST00316,1,0,1,1,0,1,4
CUST00317,1,1,1,0,0,1,4
CUST00318,1,1,0,1,1,0,4
CUST00319,1,1,0,1,0,1,4
CUST00320,0,1,0,0,1,0,2
CUST00321,1,1,0,0,0,1,3
CUST00322,1,0,0,0,0,1,2
CUST00323,1,0,0,1,0,1,3
CUST00324,1,1,0,0,1,1,4
CUST00325,1,1,0,1,0,1,4
CUST00326,1,0,0,0,0,1,2
CUST00327,1,0,1,1,0,0,3
CUST00328,1,0,0,0,0,0,1
CUST00329,1,0,0,0,0,0,1
CUST00330,1,0,1,0,0,0,2
CUST00331,1,0,0,0,0,1,2
CUST00332,1,0,1,1,0,0,3
CUST00333,1,1,0,0,0,0,2
CUST00334,1,1,0,0,0,0,2
CUST00335,1,1,0,0,1,1,4
CUST00336,1,0,1,0,0,1,3
CUST00337,0,1,1,1,1,1,5
CUST00338,1,0,1,1,0,1,4
CUST00339,1,1,1,1,0,1,5
CUST00340,1,0,0,0,0,1,2
CUST00341,1,0,1,0,0,1,3
CUST00342,1,0,0,1,1,0,3
CUST00343,1,0,1,1,1,0,4
CUST00344,1,0,0,0,0,0,1
CUST00345,1,0,1,0,0,1,3
CUST00346,1,0,1,0,0,1,3
CUST00347,1,1,0,0,0,1,3
CUST00348,1,0,0,0,0,1,2
CUST00349,1,0,0,0,0,1,2
CUST00350,0,0,1,1,1,0,3
CUST00351,1,1,0,0,0,1,3
CUST00352,1,0,1,0,0,1,3
CUST00353,1,1,1,0,1,0,4
CUST00354,1,0,0,0,0,0,1
CUST00355,1,1,0,0,1,1,4
CUST00356,1,1,0,0,1,0,3
CUST00357,1,0,1,1,0,0,3
CUST00358,1,0,1,0,0,1,3
CUST00359,1,0,0,0,0,1,2
CUST00360,1,0,0,0,0,1,2
CUST00361,1,1,1,1,0,1,5
CUST00362,1,1,1,1,1,1,6
CUST00363,0,1,1,1,1,0,4
CUST00364,1,1,1,0,1,0,4
CUST00365,1,0,0,1,0,1,3
CUST00366,1,1,1,0,0,1,4
CUST00367,1,0,0,1,0,0,2
CUST00368,1,0,0,0,0,1,2
CUST00369,1,1,0,0,0,1,3
CUST00370,1,0,0,0,0,1,2
CUST00371,1,0,1,1,0,0,3
CUST00372,1,0,1,0,1,1,4
CUST00373,1,1,0,0,0,1,3
CUST00374,1,1,0,0,1,0,3
CUST00375,1,0,1,0,0,0,2
CUST00376,1,1,1,1,0,0,4
CUST00377,1,0,0,0,1,0,2
CUST00378,1,0,0,1,0,1,3
CUST00379,1,1,1,0,0,1,4
CUST00380,1,0,1,1,0,0,3
CUST00381,1,0,0,1,0,1,3
CUST00382,1,1,0,1,0,1,4
CUST00383,1,0,1,1,1,0,4
CUST00384,1,1,0,0,0,1,3
CUST00385,1,1,0,1,1,0,4
CUST00386,1,0,0,0,1,1,3
CUST00387,1,0,0,0,0,1,2
CUST00388,1,0,0,1,0,1,3
CUST00389,1,1,1,0,1,0,4
CUST00390,1,0,0,0,0,0,1
CUST00391,1,0,0,0,0,1,2
CUST00392,1,1,0,1,0,1,4
CUST00393,1,0,0,0,0,1,2
CUST00394,1,0,0,0,0,0,1
CUST00395,1,1,0,1,1,1,5
CUST00396,1,0,0,0,0,0,1
CUST00397,1,0,0,0,0,0,1
CUST00398,1,0,0,1,1,1,4
CUST00399,1,1,0,0,0,1,3
CUST00400,1,0,0,0,1,0,2
CUST00401,1,0,0,1,1,1,4
CUST00402,1,0,0,0,0,1,2
CUST00403,1,0,1,1,0,0,3
CUST00404,1,1,0,1,1,0,4
CUST00405,0,0,0,0,1,1,2
CUST00406,1,1,0,0,0,1,3
CUST00407,1,1,0,1,0,1,4
CUST00408,1,1,1,0,0,0,3
CUST00409,1,1,1,0,1,0,4
CUST00410,0,1,1,1,1,0,4
CUST00411,1,0,1,1,0,0,3
CUST00412,1,0,0,0,0,1,2
CUST00413,1,1,0,0,1,0,3
CUST00414,1,0,0,0,0,0,1
CUST00415,1,1,1,1,0,1,5
CUST00416,1,1,1,0,0,0,3
CUST00417,1,0,1,0,0,1,3
CUST00418,1,0,1,1,0,1,4
CUST00419,1,1,0,0,0,1,3
CUST00420,1,1,1,0,0,0,3
CUST00421,1,1,0,0,0,1,3
CUST00422,1,1,0,1,1,1,5
CUST00423,1,1,1,1,1,0,5
CUST00424,1,1,1,1,1,0,5
CUST00425,1,0,0,0,0,0,1
CUST00426,1,0,1,1,0,0,3
CUST00427,1,0,0,0,0,0,1
CUST00428,1,1,0,0,0,0,2
CUST00429,1,1,1,1,1,0,5
CUST00430,1,1,1,1,0,0,4
CUST00431,1,1,0,0,1,1,4
CUST00432,1,0,0,0,0,0,1
CUST00433,1,0,0,0,0,0,1
CUST00434,1,0,0,0,0,1,2
CUST00435,1,1,0,1,1,0,4
CUST00436,1,0,0,0,1,1,3
CUST00437,1,1,0,0,0,1,3
CUST00438,1,0,0,0,1,0,2
CUST00439,1,0,1,1,0,0,3
CUST00440,1,0,0,0,1,1,3
CUST00441,1,1,0,0,0,1,3
CUST00442,1,1,0,1,1,1,5
CUST00443,1,0,0,1,0,1,3
CUST00444,1,1,0,0,1,1,4
CUST00445,1,0,0,0,0,1,2
CUST00446,1,0,1,0,0,1,3
CUST00447,1,1,0,1,1,0,4
CUST00448,1,0,0,0,1,0,2
CUST00449,1,1,1,1,1,1,6
CUST00450,1,0,0,0,0,0,1
CUST00451,1,1,0,1,1,0,4
CUST00452,1,1,0,0,0,1,3
CUST00453,1,0,0,0,0,1,2
CUST00454,1,1,0,1,0,1,4
CUST00455,1,1,1,0,1,1,5
CUST00456,1,0,0,0,0,0,1
CUST00457,1,1,0,1,0,1,4
CUST00458,1,0,1,0,1,1,4
CUST00459,1,0,1,1,1,1,5
CUST00460,1,0,1,0,0,1,3
CUST00461,1,0,0,0,0,1,2
CUST00462,1,1,1,0,0,1,4
CUST00463,0,1,0,1,1,1,4
CUST00464,1,0,1,0,1,1,4
CUST00465,1,0,1,0,1,1,4
CUST00466,1,0,0,0,0,1,2
CUST00467,1,0,0,0,0,0,1
CUST00468,1,0,1,0,0,0,2
CUST00469,1,1,0,0,0,0,2
CUST00470,1,0,0,0,1,1,3
CUST00471,1,1,0,1,1,1,5
CUST00472,1,0,0,1,1,0,3
CUST00473,1,1,0,1,1,0,4
CUST00474,1,1,1,0,0,0,3
CUST00475,1,1,0,0,0,1,3
CUST00476,1,1,0,0,0,1,3
CUST00477,1,0,0,0,1,0,2
CUST00478,1,0,1,0,0,1,3
CUST00479,1,0,0,0,0,0,1
CUST00480,1,1,1,0,1,1,5
CUST00481,1,1,1,0,0,1,4
CUST00482,1,1,0,1,1,1,5
CUST00483,1,0,0,0,0,1,2
CUST00484,1,0,0,1,1,1,4
CUST00485,1,1,1,1,1,1,6
CUST00486,1,1,0,0,0,0,2
CUST00487,0,1,0,0,1,0,2
CUST00488,1,1,1,1,0,1,5
CUST00489,1,1,1,0,0,1,4
CUST00490,1,0,0,0,0,1,2
CUST00491,1,0,0,0,0,0,1
CUST00492,1,0,1,0,0,0,2
CUST00493,1,1,0,0,0,1,3
CUST00494,1,0,1,0,0,0,2
CUST00495,1,1,1,1,0,0,4
CUST00496,1,0,0,0,0,1,2
CUST00497,1,1,0,0,0,0,2
CUST00498,1,0,1,0,0,1,3
CUST00499,1,1,1,0,0,1,4
CUST00500,1,0,0,0,1,1,3
CUST00501,1,1,1,0,1,0,4
CUST00502,1,1,0,0,0,1,3
CUST00503,0,0,1,0,1,0,2
CUST00504,1,0,1,0,0,1,3
CUST00505,1,0,0,0,0,1,2
CUST00506,1,0,1,1,1,1,5
CUST00507,1,1,0,1,0,0,3
CUST00508,1,1,0,0,0,0,2
CUST00509,1,0,0,0,0,0,1
CUST00510,1,1,1,0,1,0,4
CUST00511,1,1,1,0,1,0,4
CUST00512,1,0,0,0,0,1,2
CUST00513,1,1,1,0,1,1,5
CUST00514,1,1,0,1,0,1,4
CUST00515,1,0,1,1,1,1,5
CUST00516,1,1,0,0,1,1,4
CUST00517,1,1,0,0,0,0,2
CUST00518,1,0,1,1,0,0,3
CUST00519,1,1,1,1,1,0,5
CUST00520,1,1,0,1,0,1,4
CUST00521,1,0,0,0,0,1,2
CUST00522,1,0,1,1,0,1,4
CUST00523,1,1,1,1,1,1,6
CUST00524,1,0,0,1,0,1,3
CUST00525,1,1,1,0,1,1,5
CUST00526,1,1,1,0,1,1,5
CUST00527,1,0,1,1,0,1,4
CUST00528,1,0,1,0,1,1,4
CUST00529,1,0,1,0,0,0,2
CUST00530,1,0,0,0,0,0,1
CUST00531,1,1,0,0,0,0,2
CUST00532,1,0,1,0,0,1,3
CUST00533,1,0,0,0,0,0,1
CUST00534,1,0,0,0,0,1,2
CUST00535,1,1,1,1,1,0,5
CUST00536,1,0,0,1,0,1,3
CUST00537,1,1,0,0,0,0,2
CUST00538,1,0,0,1,0,1,3
CUST00539,1,1,1,1,0,1,5
CUST00540,1,1,0,1,0,1,4
CUST00541,1,0,0,0,0,1,2
CUST00542,1,0,0,0,1,1,3
CUST00543,1,1,0,0,0,0,2
CUST00544,1,0,0,0,0,1,2
CUST00545,1,0,0,0,0,0,1
CUST00546,1,0,0,0,0,0,1
CUST00547,1,1,0,0,1,1,4
CUST00548,1,1,1,1,0,0,4
CUST00549,1,0,0,0,0,0,1
CUST00550,1,0,0,0,0,0,1
CUST00551,1,0,0,0,1,0,2
CUST00552,1,0,0,1,0,1,3
CUST00553,1,1,0,1,0,1,4
CUST00554,1,1,0,0,0,1,3
CUST00555,1,1,1,1,0,0,4
CUST00556,1,1,1,0,0,1,4
CUST00557,1,1,0,0,0,1,3
CUST00558,1,0,0,0,1,0,2
CUST00559,1,0,1,0,0,0,2
CUST00560,1,1,0,0,1,0,3
CUST00561,1,1,1,1,1,1,6
CUST00562,1,0,0,1,1,1,4
CUST00563,1,0,0,0,1,1,3
CUST00564,1,0,0,1,0,0,2
CUST00565,1,0,0,0,0,0,1
CUST00566,1,0,0,0,0,1,2
CUST00567,1,0,1,1,0,1,4
CUST00568,1,0,1,1,1,1,5
CUST00569,1,0,0,1,0,1,3
CUST00570,1,0,0,0,0,0,1
CUST00571,1,1,0,0,1,1,4
CUST00572,1,1,0,0,0,1,3
CUST00573,1,0,0,0,0,0,1
CUST00574,1,0,0,1,0,0,2
CUST00575,1,1,0,0,0,1,3
CUST00576,1,0,0,0,1,0,2
CUST00577,1,1,0,1,0,1,4
CUST00578,1,0,0,0,0,0,1
CUST00579,1,1,0,1,0,1,4
CUST00580,1,0,0,1,0,1,3
CUST00581,1,1,0,1,1,0,4
CUST00582,1,1,0,0,0,1,3
CUST00583,1,1,0,1,1,1,5
CUST00584,1,1,1,1,0,1,5
CUST00585,1,0,0,0,0,0,1
CUST00586,1,0,0,0,0,0,1
CUST00587,1,0,0,0,0,1,2
CUST00588,1,0,0,0,1,1,3
CUST00589,1,0,0,0,0,1,2
CUST00590,1,1,1,1,1,0,5
CUST00591,0,0,0,1,0,1,2
CUST00592,1,0,0,0,1,1,3
CUST00593,1,1,0,1,0,1,4
CUST00594,1,0,0,0,0,0,1
CUST00595,1,1,0,1,1,1,5
CUST00596,1,1,1,0,0,0,3
CUST00597,1,1,0,0,0,0,2
CUST00598,1,0,0,0,0,0,1
CUST00599,1,1,0,1,1,1,5
CUST00600,1,0,0,0,1,1,3
CUST00601,1,1,0,0,1,1,4
CUST00602,1,0,0,1,0,1,3
CUST00603,1,1,0,0,0,1,3
CUST00604,1,0,1,0,0,1,3
CUST00605,1,0,0,0,0,0,1
CUST00606,1,0,1,1,0,0,3
CUST00607,1,1,0,0,0,0,2
CUST00608,1,0,1,1,1,1,5
CUST00609,1,0,1,0,0,0,2
CUST00610,1,1,0,1,0,1,4
CUST00611,1,0,0,0,0,1,2
CUST00612,1,0,0,1,0,1,3
CUST00613,0,0,0,1,1,1,3
CUST00614,1,1,0,1,1,1,5
CUST00615,1,0,0,1,0,1,3
CUST00616,1,0,1,1,0,1,4
CUST00617,1,0,1,0,0,0,2
CUST00618,1,1,0,1,0,0,3
CUST00619,1,1,0,0,1,1,4
CUST00620,1,1,1,1,0,1,5
CUST00621,1,0,1,1,0,0,3
CUST00622,1,0,0,0,1,1,3
CUST00623,1,1,1,1,1,0,5
CUST00624,1,1,0,0,1,1,4
CUST00625,1,0,0,1,1,1,4
CUST00626,1,1,1,1,0,0,4
CUST00627,1,0,0,0,0,1,2
CUST00628,1,1,0,1,0,1,4
CUST00629,1,0,0,0,1,1,3
CUST00630,1,0,1,0,0,0,2
CUST00631,1,1,0,1,1,0,4
CUST00632,1,1,0,0,0,1,3
CUST00633,1,1,1,1,0,0,4
CUST00634,1,1,0,1,0,1,4
CUST00635,1,1,1,1,1,1,6
CUST00636,1,1,1,1,1,0,5
CUST00637,1,0,0,0,0,1,2
CUST00638,1,0,1,0,0,1,3
CUST00639,1,0,0,1,0,0,2
CUST00640,1,0,0,0,1,0,2
CUST00641,1,0,1,1,1,0,4
CUST00642,1,0,0,1,0,0,2
CUST00643,1,0,1,1,0,1,4
CUST00644,1,1,1,1,1,1,6
CUST00645,1,0,0,1,0,0,2
CUST00646,1,1,0,0,0,1,3
CUST00647,1,1,1,1,1,1,6
CUST00648,1,0,0,0,0,0,1
CUST00649,1,0,0,0,0,0,1
CUST00650,1,1,0,1,1,1,5
CUST00651,1,0,0,1,1,0,3
CUST00652,1,1,0,0,0,0,2
CUST00653,1,1,0,0,0,0,2
CUST00654,1,0,0,1,1,1,4
CUST00655,1,0,0,0,0,1,2
CUST00656,1,1,0,1,0,1,4
CUST00657,1,1,0,0,0,0,2
CUST00658,1,0,0,1,0,1,3
CUST00659,1,0,0,0,0,0,1
CUST00660,1,1,1,1,1,0,5
CUST00661,1,1,0,0,0,1,3
CUST00662,1,1,0,1,1,1,5
CUST00663,1,1,1,1,0,1,5
CUST00664,1,1,1,1,1,0,5
CUST00665,1,0,0,1,0,1,3
CUST00666,1,0,1,0,0,0,2
CUST00667,1,0,1,1,0,1,4
CUST00668,1,1,0,1,1,0,4
CUST00669,1,0,0,1,0,1,3
CUST00670,1,1,0,0,0,0,2
CUST00671,1,1,0,1,0,1,4
CUST00672,1,0,0,0,0,0,1
CUST00673,1,0,0,1,0,1,3
CUST00674,1,0,1,0,1,0,3
CUST00675,1,0,0,1,0,0,2
CUST00676,1,0,1,0,1,1,4
CUST00677,1,1,0,0,0,1,3
CUST00678,1,0,0,0,0,0,1
CUST00679,1,0,0,0,0,1,2
CUST00680,1,0,0,1,0,1,3
CUST00681,1,1,1,1,1,0,5
CUST00682,1,1,1,0,0,1,4
CUST00683,1,1,1,1,1,0,5
CUST00684,1,1,0,0,0,0,2
CUST00685,1,1,0,0,0,1,3
CUST00686,1,0,0,1,1,1,4
CUST00687,0,0,0,0,0,1,1
CUST00688,1,1,1,1,1,1,6
CUST00689,1,0,1,0,0,0,2
CUST00690,1,1,0,0,0,1,3
CUST00691,1,0,1,1,1,1,5
CUST00692,1,1,0,1,0,0,3
CUST00693,1,1,0,1,0,1,4
CUST00694,1,0,0,1,0,0,2
CUST00695,1,1,0,1,0,1,4
